Gene ID	Uniprot ID
LAMP2	Q6LDB5
LAMP2	Q6LDB5
LAMP2	Q6LDB5
LAMP2	Q6LDB5
LAMP2	Q6LDB5
LAMP2	Q6LDB5
LAMP2	Q6LDB5
LAMP2	Q6LDB5
LAMP2	Q6LDB5
LAMP2	Q6LDB5
LAMP2	Q6LDB5
LAMP2	Q6LDB5
LAMP2	Q6LDB5
LRSAM1	A0A024R870
LRSAM1	A0A024R870
LRSAM1	A0A024R870
LRSAM1	A0A024R870
LRSAM1	A0A024R870
LRSAM1	A0A024R870
LRSAM1	A0A024R870
LRSAM1	A0A024R870
LRSAM1	A0A024R870
LRSAM1	A0A024R870
LRSAM1	A0A024R870
LRSAM1	A0A024R870
LRSAM1	A0A024R870
LRSAM1	A0A024R870
LRSAM1	A0A024R870
LRSAM1	A0A024R870
LRSAM1	A0A024R870
LRSAM1	A0A024R870
MAPK8IP1	Q6NUQ9
MAPK8IP1	Q6NUQ9
MAPK8IP1	Q6NUQ9
MAPK8IP1	Q6NUQ9
MAPK8IP1	Q6NUQ9
MAPK8IP1	Q6NUQ9
MAPK8IP1	Q6NUQ9
MAPK8IP1	Q6NUQ9
MAPK8IP1	Q6NUQ9
MAPK8IP1	Q6NUQ9
MAPK8IP1	Q6NUQ9
MAPK8IP1	Q6NUQ9
MAPK8IP1	Q6NUQ9
MAPK8IP1	Q6NUQ9
MAPK8IP1	Q6NUQ9
MAPK8IP1	Q6NUQ9
MAPK8IP1	Q6NUQ9
NRBF2	Q96F24
NRBF2	Q96F24
NRBF2	Q96F24
NRBF2	Q96F24
NRBF2	Q96F24
NRBF2	Q96F24
NRBF2	Q96F24
NRBF2	Q96F24
NRBF2	Q96F24
NRBF2	Q96F24
NRBF2	Q96F24
NRBF2	Q96F24
NRBF2	Q96F24
NRBF2	Q96F24
NRBF2	Q96F24
NRBF2	Q96F24
NRBF2	Q96F24
NRBF2	Q96F24
SIDT2	Q1RMF0
SIDT2	Q1RMF0
SIDT2	Q1RMF0
SIDT2	Q1RMF0
SIDT2	Q1RMF0
SIDT2	Q1RMF0
SIDT2	Q1RMF0
SIDT2	Q1RMF0
SIDT2	Q1RMF0
SIDT2	Q1RMF0
SIDT2	Q1RMF0
SIDT2	Q1RMF0
SIDT2	Q1RMF0
SIDT2	Q1RMF0
SIDT2	Q1RMF0
SIDT2	Q1RMF0
SIDT2	Q1RMF0
PEX5	A0A0S2Z480
PEX5	A0A0S2Z480
PEX5	A0A0S2Z480
PEX5	A0A0S2Z480
PEX5	A0A0S2Z480
PEX5	A0A0S2Z480
PEX5	A0A0S2Z480
PEX5	A0A0S2Z480
PEX5	A0A0S2Z480
PEX5	A0A0S2Z480
PEX5	A0A0S2Z480
PEX5	A0A0S2Z480
PEX5	A0A0S2Z480
PEX5	A0A0S2Z480
PEX5	A0A0S2Z480
PEX5	A0A0S2Z480
PEX5	A0A0S2Z480
RCAN1	B4X9P1
RCAN1	B4X9P1
RCAN1	B4X9P1
RCAN1	B4X9P1
RCAN1	B4X9P1
RCAN1	B4X9P1
RCAN1	B4X9P1
RCAN1	B4X9P1
RCAN1	B4X9P1
RCAN1	B4X9P1
RCAN1	B4X9P1
RCAN1	B4X9P1
RCAN1	B4X9P1
RCAN1	B4X9P1
RCAN1	B4X9P1
RCAN1	B4X9P1
SCOC	A0A0C4DGB0
SCOC	A0A0C4DGB0
SCOC	A0A0C4DGB0
SCOC	A0A0C4DGB0
SCOC	A0A0C4DGB0
SCOC	A0A0C4DGB0
SCOC	A0A0C4DGB0
SCOC	A0A0C4DGB0
SCOC	A0A0C4DGB0
SCOC	A0A0C4DGB0
SCOC	A0A0C4DGB0
SCOC	A0A0C4DGB0
SCOC	A0A0C4DGB0
SCOC	A0A0C4DGB0
SCOC	A0A0C4DGB0
SCOC	A0A0C4DGB0
SCOC	A0A0C4DGB0
SCOC	A0A0C4DGB0
SIN3A	H3BQ88
SIN3A	H3BQ88
SIN3A	H3BQ88
SIN3A	H3BQ88
SIN3A	H3BQ88
SIN3A	H3BQ88
SIN3A	H3BQ88
SIN3A	H3BQ88
SIN3A	H3BQ88
SIN3A	H3BQ88
SIN3A	H3BQ88
SIN3A	H3BQ88
SIN3A	H3BQ88
SIN3A	H3BQ88
SIN3A	H3BQ88
SIN3A	H3BQ88
SIN3A	H3BQ88
SIN3B	M0QYC5
SIN3B	M0QYC5
SIN3B	M0QYC5
SIN3B	M0QYC5
SIN3B	M0QYC5
SIN3B	M0QYC5
SIN3B	M0QYC5
SIN3B	M0QYC5
SIN3B	M0QYC5
SIN3B	M0QYC5
SIN3B	M0QYC5
SIN3B	M0QYC5
SIN3B	M0QYC5
SIN3B	M0QYC5
SIN3B	M0QYC5
SIN3B	M0QYC5
NCOA4	V9H022
NCOA4	V9H022
NCOA4	V9H022
NCOA4	V9H022
NCOA4	V9H022
NCOA4	V9H022
NCOA4	V9H022
NCOA4	V9H022
NCOA4	V9H022
NCOA4	V9H022
NCOA4	V9H022
NCOA4	V9H022
NCOA4	V9H022
NCOA4	V9H022
NCOA4	V9H022
NCOA4	V9H022
NCOA4	V9H022
NCOA4	V9H022
SNAP29	C9JAF7
SNAP29	C9JAF7
SNAP29	C9JAF7
SNAP29	C9JAF7
SNAP29	C9JAF7
Snap29	Q9W1I8
SNAP29	C9JAF7
SNAP29	C9JAF7
Snap29	Q9W1I8
Snap29	Q9W1I8
SNAP29	C9JAF7
SNAP29	C9JAF7
SNAP29	C9JAF7
SNAP29	C9JAF7
SNAP29	C9JAF7
SNAP29	C9JAF7
SNAP29	C9JAF7
SNAP29	C9JAF7
SNAP29	C9JAF7
SNAP29	C9JAF7
SNAP29	C9JAF7
Snap29	Q9W1I8
TBC1D5	B9A6K1
TBC1D5	B9A6K1
TBC1D5	B9A6K1
TBC1D5	B9A6K1
TBC1D5	B9A6K1
TBC1D5	B9A6K1
TBC1D5	B9A6K1
TBC1D5	B9A6K1
TBC1D5	B9A6K1
TBC1D5	B9A6K1
TBC1D5	B9A6K1
TBC1D5	B9A6K1
TBC1D5	B9A6K1
TBC1D5	B9A6K1
TBC1D5	B9A6K1
TBC1D5	B9A6K1
TBC1D5	B9A6K1
TBC1D5	B9A6K1
PGAM5	F5GXG4
PGAM5	F5GXG4
TECPR1	Q7Z6L1
PGAM5	F5GXG4
TECPR1	Q7Z6L1
PGAM5	F5GXG4
TECPR1	Q7Z6L1
PGAM5	F5GXG4
TECPR1	Q7Z6L1
PGAM5	F5GXG4
TECPR1	Q7Z6L1
PGAM5	F5GXG4
TECPR1	Q7Z6L1
PGAM5	F5GXG4
TECPR1	Q7Z6L1
PGAM5	F5GXG4
TECPR1	Q7Z6L1
PGAM5	F5GXG4
TECPR1	Q7Z6L1
PGAM5	F5GXG4
TECPR1	Q7Z6L1
PGAM5	F5GXG4
TECPR1	Q7Z6L1
PGAM5	F5GXG4
TECPR1	Q7Z6L1
PGAM5	F5GXG4
TECPR1	Q7Z6L1
PGAM5	F5GXG4
TECPR1	Q7Z6L1
PGAM5	F5GXG4
TECPR1	Q7Z6L1
PGAM5	F5GXG4
TECPR1	Q7Z6L1
PGAM5	F5GXG4
TECPR1	Q7Z6L1
TFEB	B1AKB2
TFEB	B1AKB2
TFEB	B1AKB2
TFEB	B1AKB2
TFEB	B1AKB2
TFEB	B1AKB2
TFEB	B1AKB2
TFEB	B1AKB2
TFEB	B1AKB2
TFEB	B1AKB2
TFEB	B1AKB2
TFEB	B1AKB2
TFEB	B1AKB2
TFEB	B1AKB2
TFEB	B1AKB2
TFEB	B1AKB2
TFEB	B1AKB2
TFEB	B1AKB2
TOMM7	A0A087WZY2
TOMM7	A0A087WZY2
TOMM7	A0A087WZY2
TOMM7	A0A087WZY2
TOMM7	A0A087WZY2
TOMM7	A0A087WZY2
TOMM7	A0A087WZY2
TOMM7	A0A087WZY2
TOMM7	A0A087WZY2
TOMM7	A0A087WZY2
TOMM7	A0A087WZY2
TRAF6	Q9Y4K3
TRAF6	Q9Y4K3
TRAF6	Q9Y4K3
TRAF6	Q9Y4K3
TRAF6	Q9Y4K3
TRAF6	Q9Y4K3
TRAF6	Q9Y4K3
TRAF6	Q9Y4K3
TRAF6	Q9Y4K3
TRAF6	Q9Y4K3
TRAF6	Q9Y4K3
TRAF6	Q9Y4K3
TRAF6	Q9Y4K3
TRAF6	Q9Y4K3
TRAF6	Q9Y4K3
TRAF6	Q9Y4K3
TRAF6	Q9Y4K3
TRAF6	Q9Y4K3
UBE2A	A0A0D9SF75
UBE2A	A0A0D9SF75
UBE2A	A0A0D9SF75
UBE2A	A0A0D9SF75
UBE2A	A0A0D9SF75
UBE2A	A0A0D9SF75
UBE2A	A0A0D9SF75
UBE2A	A0A0D9SF75
UBE2A	A0A0D9SF75
UBE2A	A0A0D9SF75
UBE2A	A0A0D9SF75
UBE2A	A0A0D9SF75
UBE2A	A0A0D9SF75
UBE2A	A0A0D9SF75
UBE2A	A0A0D9SF75
UBE2A	A0A0D9SF75
UBE2A	A0A0D9SF75
UBE2A	A0A0D9SF75
UBE2D2	D6RFM0
UBE2D2	D6RFM0
UBE2D2	D6RFM0
UBE2D2	D6RFM0
UBE2D2	D6RFM0
UBE2D2	D6RFM0
UBE2D2	D6RFM0
UBE2D2	D6RFM0
UBE2D2	D6RFM0
UBE2D2	D6RFM0
UBE2D2	D6RFM0
UBE2D2	D6RFM0
UBE2D2	D6RFM0
UBE2D2	D6RFM0
UBE2D2	D6RFM0
UBE2D2	D6RFM0
UBE2D2	D6RFM0
UBE2D3	A0A024RDJ6
UBE2D3	A0A024RDJ6
UBE2D3	A0A024RDJ6
UBE2D3	A0A024RDJ6
UBE2D3	A0A024RDJ6
UBE2D3	A0A024RDJ6
UBE2D3	A0A024RDJ6
UBE2D3	A0A024RDJ6
UBE2D3	A0A024RDJ6
UBE2D3	A0A024RDJ6
UBE2D3	A0A024RDJ6
UBE2D3	A0A024RDJ6
UBE2D3	A0A024RDJ6
UBE2D3	A0A024RDJ6
UBE2D3	A0A024RDJ6
UBE2D3	A0A024RDJ6
UBE2D3	A0A024RDJ6
UBE2L3	A0A024R1A4
UBE2L3	A0A024R1A4
UBE2L3	A0A024R1A4
UBE2L3	A0A024R1A4
UBE2L3	A0A024R1A4
UBE2L3	A0A024R1A4
UBE2L3	A0A024R1A4
UBE2L3	A0A024R1A4
UBE2L3	A0A024R1A4
UBE2L3	A0A024R1A4
UBE2L3	A0A024R1A4
UBE2L3	A0A024R1A4
UBE2L3	A0A024R1A4
UBE2L3	A0A024R1A4
UBE2L3	A0A024R1A4
UBE2N	F8VZ29
UBE2N	F8VZ29
UBE2N	F8VZ29
UBE2N	F8VZ29
UBE2N	F8VZ29
UBE2N	F8VZ29
UBE2N	F8VZ29
UBE2N	F8VZ29
UBE2N	F8VZ29
UBE2N	F8VZ29
UBE2N	F8VZ29
UBE2N	F8VZ29
UBE2N	F8VZ29
UBE2N	F8VZ29
UBE2N	F8VZ29
UBE2N	F8VZ29
UBE2N	F8VZ29
UBE2N	F8VZ29
VAMP8	C9JXZ5
VAMP8	C9JXZ5
VAMP8	C9JXZ5
VAMP8	C9JXZ5
VAMP8	C9JXZ5
VAMP8	C9JXZ5
VAMP8	C9JXZ5
VAMP8	C9JXZ5
VAMP8	C9JXZ5
VAMP8	C9JXZ5
VAMP8	C9JXZ5
VAMP8	C9JXZ5
VAMP8	C9JXZ5
VAMP8	C9JXZ5
VAMP8	C9JXZ5
VAMP8	C9JXZ5
VDAC2	P45880
VDAC2	P45880
VDAC2	P45880
VDAC2	P45880
VDAC2	P45880
VDAC2	P45880
VDAC2	P45880
VDAC2	P45880
VDAC2	P45880
VDAC2	P45880
VDAC2	P45880
VDAC2	P45880
VDAC2	P45880
VDAC2	P45880
VDAC2	P45880
VDAC2	P45880
VDAC2	P45880
VDAC2	P45880
AP1B1	C9J1E7
AP1B1	C9J1E7
AP1B1	C9J1E7
AP1B1	C9J1E7
AP1B1	C9J1E7
AP1B1	C9J1E7
AP1B1	C9J1E7
AP1B1	C9J1E7
AP1B1	C9J1E7
AP1B1	C9J1E7
AP1B1	C9J1E7
AP1B1	C9J1E7
AP1B1	C9J1E7
AP1B1	C9J1E7
AP1B1	C9J1E7
AP1B1	C9J1E7
AP1B1	C9J1E7
AP1G1	Q9BTR5
AP1G1	Q9BTR5
AP1G1	Q9BTR5
AP1G1	Q9BTR5
AP1G1	Q9BTR5
AP1G1	Q9BTR5
AP1G1	Q9BTR5
AP1G1	Q9BTR5
AP1G1	Q9BTR5
AP1G1	Q9BTR5
AP1G1	Q9BTR5
AP1G1	Q9BTR5
AP1G1	Q9BTR5
AP1G1	Q9BTR5
AP1G1	Q9BTR5
AP1G1	Q9BTR5
AP1G1	Q9BTR5
AP1G1	Q9BTR5
ALPI	A0A024R4A2
ALPI	A0A024R4A2
ALPI	A0A024R4A2
ALPI	A0A024R4A2
ALPI	A0A024R4A2
ALPI	A0A024R4A2
ALPI	A0A024R4A2
ALPI	A0A024R4A2
ALPI	A0A024R4A2
ALPI	A0A024R4A2
ARL2	P36404
ARL2	P36404
ARL2	P36404
ARL2	P36404
ARL2	P36404
ARL2	P36404
ARL2	P36404
ARL2	P36404
ARL2	P36404
ARL2	P36404
ARL2	P36404
ARL2	P36404
ARL2	P36404
ARL2	P36404
ARL2	P36404
ARNT	F8T0U4
ARNT	F8T0U4
ARNT	F8T0U4
ARNT	F8T0U4
ARNT	F8T0U4
ARNT	F8T0U4
ARNT	F8T0U4
ARNT	F8T0U4
ARNT	F8T0U4
ARNT	F8T0U4
ARNT	F8T0U4
ARNT	F8T0U4
ARNT	F8T0U4
ARNT	F8T0U4
ARNT	F8T0U4
ARNT	F8T0U4
ARNT	F8T0U4
BDNF	A0A0S2Z3M9
BDNF	A0A0S2Z3M9
BDNF	A0A0S2Z3M9
BDNF	A0A0S2Z3M9
BDNF	A0A0S2Z3M9
BDNF	A0A0S2Z3M9
BDNF	A0A0S2Z3M9
BDNF	A0A0S2Z3M9
BDNF	A0A0S2Z3M9
BDNF	A0A0S2Z3M9
BDNF	A0A0S2Z3M9
BDNF	A0A0S2Z3M9
BDNF	A0A0S2Z3M9
BDNF	A0A0S2Z3M9
BDNF	A0A0S2Z3M9
BDNF	A0A0S2Z3M9
BDNF	A0A0S2Z3M9
BDNF	A0A0S2Z3M9
CAPN5	E7EV01
CAPN5	E7EV01
CAPN5	E7EV01
CAPN5	E7EV01
CAPN5	E7EV01
CAPN5	E7EV01
CAPN5	E7EV01
CAPN5	E7EV01
CAPN5	E7EV01
CAPN5	E7EV01
CAPN5	E7EV01
CAPN5	E7EV01
CAPN5	E7EV01
CAPN5	E7EV01
CAPN5	E7EV01
CAPN5	E7EV01
CAPN5	E7EV01
CAPN1	E9PMC6
CAPN1	E9PMC6
CAPN1	E9PMC6
CAPN1	E9PMC6
CAPN1	E9PMC6
CAPN1	E9PMC6
CAPN1	E9PMC6
CAPN1	E9PMC6
CAPN1	E9PMC6
CAPN1	E9PMC6
CAPN1	E9PMC6
CAPN1	E9PMC6
CAPN1	E9PMC6
CAPN1	E9PMC6
CAPN1	E9PMC6
CAPN1	E9PMC6
CAPN2	C9JWY7
CAPN2	C9JWY7
CAPN2	C9JWY7
CAPN2	C9JWY7
CAPN2	C9JWY7
CAPN2	C9JWY7
CAPN2	C9JWY7
CAPN2	C9JWY7
CAPN2	C9JWY7
CAPN2	C9JWY7
CAPN2	C9JWY7
CAPN2	C9JWY7
CAPN2	C9JWY7
CAPN2	C9JWY7
CAPN2	C9JWY7
CAPN2	C9JWY7
CAPN3	Q496N2
CAPN3	Q496N2
CAPN3	Q496N2
CAPN3	Q496N2
CAPN3	Q496N2
CAPN3	Q496N2
CAPN3	Q496N2
CAPN3	Q496N2
CAPN3	Q496N2
CAPN3	Q496N2
CAPN3	Q496N2
CAPN3	Q496N2
CAPN3	Q496N2
CAPN3	Q496N2
CAPN3	Q496N2
CAPN3	Q496N2
CAPN3	Q496N2
CAPNS1	K7EMQ1
CAPNS1	K7EMQ1
CAPNS1	K7EMQ1
CAPNS1	K7EMQ1
CAPNS1	K7EMQ1
CAPNS1	K7EMQ1
CAPNS1	K7EMQ1
CAPNS1	K7EMQ1
CAPNS1	K7EMQ1
CAPNS1	K7EMQ1
CAPNS1	K7EMQ1
CAPNS1	K7EMQ1
CAPNS1	K7EMQ1
CAPNS1	K7EMQ1
CAPNS1	K7EMQ1
CAPNS1	K7EMQ1
CAPN6	Q9Y6Q1
CAPN6	Q9Y6Q1
CAPN6	Q9Y6Q1
CAPN6	Q9Y6Q1
CAPN6	Q9Y6Q1
CAPN6	Q9Y6Q1
CAPN6	Q9Y6Q1
CAPN6	Q9Y6Q1
CAPN6	Q9Y6Q1
CAPN6	Q9Y6Q1
CAPN6	Q9Y6Q1
CAPN6	Q9Y6Q1
CAPN6	Q9Y6Q1
CAPN6	Q9Y6Q1
CAPN6	Q9Y6Q1
CAPN6	Q9Y6Q1
CAPN6	Q9Y6Q1
CAPN6	Q9Y6Q1
AP1S1	A0A024QYT6
AP1S1	A0A024QYT6
AP1S1	A0A024QYT6
AP1S1	A0A024QYT6
AP1S1	A0A024QYT6
AP1S1	A0A024QYT6
AP1S1	A0A024QYT6
AP1S1	A0A024QYT6
AP1S1	A0A024QYT6
AP1S1	A0A024QYT6
AP1S1	A0A024QYT6
AP1S1	A0A024QYT6
AP1S1	A0A024QYT6
AP1S1	A0A024QYT6
AP1S1	A0A024QYT6
AP1S1	A0A024QYT6
CSNK2A1	B5BUH5
CSNK2A1	B5BUH5
CSNK2A1	B5BUH5
CSNK2A1	B5BUH5
CSNK2A1	B5BUH5
CSNK2A1	B5BUH5
CSNK2A1	B5BUH5
CSNK2A1	B5BUH5
CSNK2A1	B5BUH5
CSNK2A1	B5BUH5
CSNK2A1	B5BUH5
CSNK2A1	B5BUH5
CSNK2A1	B5BUH5
CSNK2A1	B5BUH5
CSNK2A1	B5BUH5
CSNK2A1	B5BUH5
CSNK2A1	B5BUH5
CSNK2B	N0E6I8
CSNK2B	N0E6I8
CSNK2B	N0E6I8
CSNK2B	N0E6I8
CSNK2B	N0E6I8
CSNK2B	N0E6I8
CSNK2B	N0E6I8
CSNK2B	N0E6I8
CSNK2B	N0E6I8
CSNK2B	N0E6I8
CSNK2B	N0E6I8
CSNK2B	N0E6I8
CSNK2B	N0E6I8
CSNK2B	N0E6I8
CSNK2B	N0E6I8
CTSB	E9PQM1
CTSB	E9PQM1
CTSB	E9PQM1
CTSB	E9PQM1
CTSB	E9PQM1
CTSB	E9PQM1
CTSB	E9PQM1
CTSB	E9PQM1
CTSB	E9PQM1
CTSB	E9PQM1
CTSB	E9PQM1
CTSB	E9PQM1
CTSB	E9PQM1
CTSB	E9PQM1
CTSB	E9PQM1
CTSB	E9PQM1
CTSB	E9PQM1
CTSB	E9PQM1
CTSD	A0A1B0GWE8
CTSD	A0A1B0GWE8
CTSD	A0A1B0GWE8
CTSD	A0A1B0GWE8
CTSD	A0A1B0GWE8
CTSD	A0A1B0GWE8
CTSD	A0A1B0GWE8
CTSD	A0A1B0GWE8
CTSD	A0A1B0GWE8
CTSD	A0A1B0GWE8
CTSD	A0A1B0GWE8
CTSD	A0A1B0GWE8
CTSD	A0A1B0GWE8
CTSD	A0A1B0GWE8
CTSL	A5PLM9
CTSL	A5PLM9
CTSL	A5PLM9
CTSL	A5PLM9
CTSL	A5PLM9
CTSL	A5PLM9
CTSV	A0A024R141
CTSV	A0A024R141
CTSV	A0A024R141
CTSV	A0A024R141
CTSV	A0A024R141
CTSV	A0A024R141
CTSV	A0A024R141
CTSV	A0A024R141
E2F1	Q01094
E2F1	Q01094
E2F1	Q01094
E2F1	Q01094
E2F1	Q01094
E2f1	Q8T0P0
E2F1	Q01094
E2F1	Q01094
E2f1	Q8T0P0
E2f1	Q8T0P0
E2F1	Q01094
E2F1	Q01094
E2F1	Q01094
E2F1	Q01094
E2F1	Q01094
E2F1	Q01094
E2F1	Q01094
E2F1	Q01094
E2F1	Q01094
E2F1	Q01094
E2f1	Q8T0P0
EIF2S1	Q53XC0
EIF2S1	Q53XC0
EIF2S1	Q53XC0
EIF2S1	Q53XC0
EIF2S1	Q53XC0
EIF2S1	Q53XC0
EIF2S1	Q53XC0
EIF2S1	Q53XC0
EIF2S1	Q53XC0
EIF2S1	Q53XC0
EIF2S1	Q53XC0
EIF2S1	Q53XC0
EIF2S1	Q53XC0
EIF2S1	Q53XC0
EIF2S1	Q53XC0
EIF2S1	Q53XC0
EIF2S1	Q53XC0
EIF2S1	Q53XC0
EIF4EBP1	Q13541
EIF4EBP1	Q13541
EIF4EBP1	Q13541
EIF4EBP1	Q13541
EIF4EBP1	Q13541
EIF4EBP1	Q13541
EIF4EBP1	Q13541
EIF4EBP1	Q13541
EIF4EBP1	Q13541
EIF4EBP1	Q13541
EIF4EBP1	Q13541
EIF4EBP1	Q13541
EIF4EBP1	Q13541
EIF4EBP1	Q13541
EIF4EBP1	Q13541
EIF4EBP1	Q13541
EIF4EBP1	Q13541
EIF4EBP1	Q13541
EIF4EBP2	Q6FG68
EIF4EBP2	Q6FG68
EIF4EBP2	Q6FG68
EIF4EBP2	Q6FG68
EIF4EBP2	Q6FG68
EIF4EBP2	Q6FG68
EIF4EBP2	Q6FG68
EIF4EBP2	Q6FG68
EIF4EBP2	Q6FG68
EIF4EBP2	Q6FG68
EIF4EBP2	Q6FG68
EIF4EBP2	Q6FG68
EIF4EBP2	Q6FG68
EIF4EBP2	Q6FG68
EIF4EBP2	Q6FG68
EIF4EBP2	Q6FG68
EIF4EBP2	Q6FG68
EIF4EBP2	Q6FG68
FKBP1A	P62942
FKBP1A	P62942
FKBP1A	P62942
FKBP1A	P62942
FKBP1A	P62942
FKBP1A	P62942
FKBP1A	P62942
FKBP1A	P62942
FKBP1A	P62942
FKBP1A	P62942
FKBP1A	P62942
FKBP1A	P62942
FKBP1A	P62942
FKBP1A	P62942
FKBP1A	P62942
FKBP1A	P62942
FKBP1A	P62942
FOS	G3V5J9
FOS	G3V5J9
FOS	G3V5J9
FOS	G3V5J9
FOS	G3V5J9
FOS	G3V5J9
FOS	G3V5J9
FOS	G3V5J9
FOS	G3V5J9
FOS	G3V5J9
FOS	G3V5J9
FOS	G3V5J9
FOS	G3V5J9
FOS	G3V5J9
FOS	G3V5J9
FOS	G3V5J9
FOS	G3V5J9
FOS	G3V5J9
GAPDH	Q0QET7
GAPDH	Q0QET7
GAPDH	Q0QET7
GAPDH	Q0QET7
GAPDH	Q0QET7
GAPDH	Q0QET7
GAPDH	Q0QET7
GAPDH	Q0QET7
GAPDH	Q0QET7
GAPDH	Q0QET7
GAPDH	Q0QET7
GAPDH	Q0QET7
GAPDH	Q0QET7
GAPDH	Q0QET7
GAPDH	Q0QET7
GAPDH	Q0QET7
GRB2	Q6ICN0
GRB2	Q6ICN0
GRB2	Q6ICN0
GRB2	Q6ICN0
GRB2	Q6ICN0
GRB2	Q6ICN0
GRB2	Q6ICN0
GRB2	Q6ICN0
GRB2	Q6ICN0
GRB2	Q6ICN0
GRB2	Q6ICN0
GRB2	Q6ICN0
GRB2	Q6ICN0
GRB2	Q6ICN0
GRB2	Q6ICN0
GRB2	Q6ICN0
GRB2	Q6ICN0
GRB2	Q6ICN0
HIF1A	A8MYV6
HIF1A	A8MYV6
HIF1A	A8MYV6
HIF1A	A8MYV6
HIF1A	A8MYV6
HIF1A	A8MYV6
HIF1A	A8MYV6
HIF1A	A8MYV6
HIF1A	A8MYV6
HIF1A	A8MYV6
HIF1A	A8MYV6
HIF1A	A8MYV6
HIF1A	A8MYV6
HIF1A	A8MYV6
HIF1A	A8MYV6
HIF1A	A8MYV6
HIF1A	A8MYV6
HIF1A	A8MYV6
HRAS	P01112
HRAS	P01112
HRAS	P01112
HRAS	P01112
HRAS	P01112
HRAS	P01112
HRAS	P01112
HRAS	P01112
HRAS	P01112
HRAS	P01112
HRAS	P01112
HRAS	P01112
HRAS	P01112
INS	F6MZK5
INS	F6MZK5
INS	F6MZK5
INS	F6MZK5
INS	F6MZK5
INS	F6MZK5
INS	F6MZK5
INS	F6MZK5
INS	F6MZK5
INS	F6MZK5
INS	F6MZK5
INS	F6MZK5
INS	F6MZK5
INS	F6MZK5
INSR	Q86WY9
INSR	Q86WY9
INSR	Q86WY9
INSR	Q86WY9
INSR	Q86WY9
INSR	Q86WY9
INSR	Q86WY9
INSR	Q86WY9
INSR	Q86WY9
INSR	Q86WY9
INSR	Q86WY9
INSR	Q86WY9
INSR	Q86WY9
INSR	Q86WY9
IRS1	W0KRH6
IRS1	W0KRH6
IRS1	W0KRH6
IRS1	W0KRH6
IRS1	W0KRH6
IRS1	W0KRH6
IRS1	W0KRH6
IRS1	W0KRH6
IRS1	W0KRH6
IRS1	W0KRH6
IRS1	W0KRH6
IRS1	W0KRH6
IRS1	W0KRH6
IRS1	W0KRH6
IRS1	W0KRH6
IRS1	W0KRH6
IRS1	W0KRH6
ITPR1	A0A024R2E1
ITPR1	A0A024R2E1
ITPR1	A0A024R2E1
ITPR1	A0A024R2E1
ITPR1	A0A024R2E1
ITPR1	A0A024R2E1
ITPR1	A0A024R2E1
ITPR1	A0A024R2E1
ITPR1	A0A024R2E1
ITPR1	A0A024R2E1
ITPR1	A0A024R2E1
ITPR1	A0A024R2E1
ITPR1	A0A024R2E1
ITPR1	A0A024R2E1
ITPR1	A0A024R2E1
ITPR1	A0A024R2E1
ITPR1	A0A024R2E1
ITPR1	A0A024R2E1
ITPR2	F5GYT5
ITPR2	F5GYT5
ITPR2	F5GYT5
ITPR2	F5GYT5
ITPR2	F5GYT5
ITPR2	F5GYT5
ITPR2	F5GYT5
ITPR2	F5GYT5
ITPR2	F5GYT5
ITPR2	F5GYT5
ITPR2	F5GYT5
ITPR2	F5GYT5
ITPR2	F5GYT5
ITPR2	F5GYT5
ITPR2	F5GYT5
ITPR2	F5GYT5
ITPR2	F5GYT5
ITPR3	A6H8K3
ITPR3	A6H8K3
ITPR3	A6H8K3
ITPR3	A6H8K3
ITPR3	A6H8K3
ITPR3	A6H8K3
ITPR3	A6H8K3
ITPR3	A6H8K3
ITPR3	A6H8K3
ITPR3	A6H8K3
ITPR3	A6H8K3
ITPR3	A6H8K3
ITPR3	A6H8K3
ITPR3	A6H8K3
ITPR3	A6H8K3
ITPR3	A6H8K3
ITPR3	A6H8K3
ITPR3	A6H8K3
JUN	Q6FHK0
JUN	Q6FHK0
JUN	Q6FHK0
JUN	Q6FHK0
JUN	Q6FHK0
JUN	Q6FHK0
JUN	Q6FHK0
JUN	Q6FHK0
JUN	Q6FHK0
JUN	Q6FHK0
JUN	Q6FHK0
JUN	Q6FHK0
JUN	Q6FHK0
JUN	Q6FHK0
JUN	Q6FHK0
JUN	Q6FHK0
JUN	Q6FHK0
KRAS	A5HC19
KRAS	A5HC19
KRAS	A5HC19
KRAS	A5HC19
KRAS	A5HC19
KRAS	A5HC19
KRAS	A5HC19
KRAS	A5HC19
KRAS	A5HC19
KRAS	A5HC19
KRAS	A5HC19
KRAS	A5HC19
KRAS	A5HC19
KRAS	A5HC19
KRAS	A5HC19
KRAS	A5HC19
KRAS	A5HC19
KRAS	A5HC19
NFE2L2	E2I973
NFE2L2	E2I973
NFE2L2	E2I973
NFE2L2	E2I973
NFE2L2	E2I973
NFE2L2	E2I973
NFE2L2	E2I973
NFE2L2	E2I973
NFE2L2	E2I973
NFE2L2	E2I973
NFE2L2	E2I973
NFE2L2	E2I973
NFE2L2	E2I973
NFE2L2	E2I973
NFE2L2	E2I973
NFE2L2	E2I973
NFE2L2	E2I973
NFE2L2	E2I973
NFKB1	D6RH30
NFKB1	D6RH30
NFKB1	D6RH30
NFKB1	D6RH30
NFKB1	D6RH30
NFKB1	D6RH30
NFKB1	D6RH30
